player_id,player_name,season,age,role,position,war,wrc_plus,ops_plus,obp,slg,iso,hr,bb_pct,k_pct,baserunning_runs,defensive_runs,avg_ev,barrel_pct,hard_hit_pct,launch_angle,bat_speed,chase_pct,whiff_pct,sprint_speed,era,era_plus,fip,xfip,innings,avg_velocity,stuff_plus,location_plus,pitching_plus,hard_hit_pct_allowed,gb_pct,hr9
10075,Demo Hitter 075,2015,28,Hitter,SS,4.91,153.9,165.0,0.368,0.537,0.245,33.0,12.5,16.6,0.7,3.4,90.9,12.9,48.8,5.5,72.0,29.7,23.5,27.2,,,,,,,,,,,,
10076,Demo Hitter 076,2020,20,Hitter,1B,3.95,145.3,142.6,0.354,0.443,0.228,30.0,13.5,23.7,-0.3,5.2,91.9,16.5,38.1,8.3,69.0,22.2,17.3,27.1,,,,,,,,,,,,
10076,Demo Hitter 076,2021,21,Hitter,1B,5.15,154.7,157.6,0.376,0.479,0.249,35.0,10.1,18.2,0.7,0.8,91.2,14.0,47.0,16.0,73.3,28.8,17.7,27.0,,,,,,,,,,,,
10076,Demo Hitter 076,2022,22,Hitter,1B,5.85,173.6,154.3,0.364,0.499,0.246,41.0,13.4,20.0,0.7,3.5,91.1,16.2,51.0,17.7,74.6,28.0,22.6,27.4,,,,,,,,,,,,
10076,Demo Hitter 076,2023,23,Hitter,1B,5.41,154.3,161.2,0.332,0.493,0.227,30.0,13.6,16.2,0.3,5.5,89.4,11.9,47.3,1.5,72.7,29.9,20.2,25.9,,,,,,,,,,,,
10076,Demo Hitter 076,2024,24,Hitter,1B,4.54,135.8,149.9,0.384,0.485,0.196,35.0,11.0,25.0,-2.4,8.1,89.6,17.4,43.6,18.3,74.1,25.9,22.6,27.6,,,,,,,,,,,,
10076,Demo Hitter 076,2025,25,Hitter,1B,5.98,160.8,158.0,0.408,0.535,0.265,27.0,12.8,17.5,1.0,-6.4,91.8,12.6,48.6,15.3,75.4,27.6,19.8,27.9,,,,,,,,,,,,
10076,Demo Hitter 076,2026,26,Hitter,1B,4.61,154.5,147.8,0.347,0.443,0.26,40.0,10.6,18.2,0.4,-1.6,91.6,15.1,46.1,18.9,72.1,31.6,20.9,26.8,,,,,,,,,,,,
10077,Demo Hitter 077,2020,23,Hitter,1B,5.21,164.7,145.0,0.358,0.498,0.238,37.0,14.2,17.3,1.6,1.7,91.8,9.2,46.9,13.1,72.5,25.3,16.6,29.3,,,,,,,,,,,,
10077,Demo Hitter 077,2021,24,Hitter,1B,5.39,142.5,162.5,0.361,0.507,0.245,44.0,10.9,15.3,7.8,3.1,90.5,11.2,41.5,13.9,73.2,25.1,21.7,27.0,,,,,,,,,,,,
10077,Demo Hitter 077,2022,25,Hitter,1B,4.38,148.4,143.2,0.333,0.491,0.23,29.0,10.7,22.0,1.5,3.2,89.7,14.8,46.8,19.9,74.0,24.1,22.3,27.8,,,,,,,,,,,,
10077,Demo Hitter 077,2023,26,Hitter,1B,5.67,171.2,145.0,0.377,0.491,0.24,41.0,12.4,15.2,-5.3,-3.6,90.5,14.9,57.5,12.9,71.6,24.5,19.6,27.0,,,,,,,,,,,,
10077,Demo Hitter 077,2024,27,Hitter,1B,5.73,174.5,163.4,0.369,0.493,0.179,49.0,11.4,22.6,-3.0,2.4,90.1,12.0,40.5,15.7,71.3,29.6,23.8,26.4,,,,,,,,,,,,
10078,Demo Hitter 078,2012,21,Hitter,LF,2.06,125.4,120.3,0.304,0.432,0.22,16.0,11.0,22.7,2.9,-1.2,84.8,4.4,35.4,17.6,72.9,31.1,25.5,25.7,,,,,,,,,,,,
10078,Demo Hitter 078,2013,22,Hitter,LF,3.18,129.5,136.7,0.34,0.441,0.222,21.0,8.1,20.2,2.3,-5.2,87.3,14.1,38.4,15.0,71.4,26.7,23.5,27.3,,,,,,,,,,,,
10078,Demo Hitter 078,2014,23,Hitter,LF,2.84,129.6,126.5,0.327,0.467,0.196,28.0,13.0,17.3,0.6,3.8,88.7,15.2,41.0,11.8,71.3,28.9,18.7,27.1,,,,,,,,,,,,
10078,Demo Hitter 078,2015,24,Hitter,LF,3.27,135.6,111.3,0.317,0.481,0.223,21.0,11.7,18.1,1.8,-2.4,90.3,9.2,41.1,8.0,72.0,35.6,24.5,29.8,,,,,,,,,,,,
10078,Demo Hitter 078,2016,25,Hitter,LF,3.2,136.1,136.7,0.347,0.515,0.216,26.0,8.4,17.9,3.1,1.0,93.0,12.1,38.7,12.1,71.8,31.9,23.6,26.9,,,,,,,,,,,,
10078,Demo Hitter 078,2017,26,Hitter,LF,3.66,132.6,128.2,0.33,0.475,0.224,31.0,11.1,16.1,-1.8,-9.1,88.7,12.9,49.8,10.4,71.9,24.6,19.7,29.9,,,,,,,,,,,,
10078,Demo Hitter 078,2018,27,Hitter,LF,3.42,136.3,139.0,0.341,0.437,0.236,17.0,10.3,18.6,1.2,-0.8,92.7,7.8,45.5,13.7,70.6,35.3,19.9,25.8,,,,,,,,,,,,
10079,Demo Hitter 079,2015,22,Hitter,DH,4.06,140.3,140.6,0.365,0.452,0.21,21.0,12.8,23.8,-2.2,6.5,89.7,13.5,43.3,11.0,71.4,24.7,20.3,25.8,,,,,,,,,,,,
10079,Demo Hitter 079,2016,23,Hitter,DH,4.82,151.7,150.7,0.365,0.502,0.233,41.0,10.6,20.0,2.4,5.7,92.0,16.2,51.4,17.2,73.0,23.7,18.5,26.1,,,,,,,,,,,,
10079,Demo Hitter 079,2017,24,Hitter,DH,4.17,159.9,147.9,0.342,0.515,0.219,27.0,9.9,25.3,-2.0,-4.4,88.1,11.8,46.3,3.6,74.2,26.4,24.3,25.3,,,,,,,,,,,,
10079,Demo Hitter 079,2018,25,Hitter,DH,4.02,151.7,139.9,0.35,0.514,0.258,24.0,10.5,23.3,2.2,-3.7,92.0,13.8,50.6,13.8,69.9,33.1,18.6,27.0,,,,,,,,,,,,
10079,Demo Hitter 079,2019,26,Hitter,DH,4.37,144.6,154.0,0.342,0.448,0.213,26.0,10.4,19.8,-0.5,1.5,90.7,11.4,46.3,18.3,71.4,25.7,23.3,24.8,,,,,,,,,,,,
10079,Demo Hitter 079,2020,27,Hitter,DH,4.58,150.2,138.9,0.329,0.503,0.24,26.0,13.6,14.6,4.1,4.0,89.7,9.6,51.9,10.4,69.8,32.6,23.9,27.1,,,,,,,,,,,,
10079,Demo Hitter 079,2021,28,Hitter,DH,5.1,156.9,151.5,0.337,0.486,0.221,33.0,11.3,20.3,0.6,-3.9,89.1,14.9,48.9,15.8,74.1,24.1,19.0,28.1,,,,,,,,,,,,
10079,Demo Hitter 079,2022,29,Hitter,DH,4.53,153.4,136.8,0.35,0.45,0.212,31.0,9.3,18.7,2.8,-3.7,89.9,8.0,46.2,19.2,70.5,25.4,25.2,27.4,,,,,,,,,,,,
10079,Demo Hitter 079,2023,30,Hitter,DH,4.67,147.9,155.9,0.36,0.469,0.236,40.0,9.1,16.4,5.2,8.3,90.4,15.1,42.3,5.5,71.8,29.4,21.0,27.7,,,,,,,,,,,,
10080,Demo Hitter 080,2010,26,Hitter,SS,4.18,160.0,135.1,0.359,0.465,0.23,31.0,11.2,20.3,-1.8,4.6,88.5,8.7,32.8,10.4,73.9,24.3,22.6,25.9,,,,,,,,,,,,
10080,Demo Hitter 080,2011,27,Hitter,SS,3.47,148.2,137.6,0.351,0.455,0.22,34.0,11.0,17.8,0.6,1.5,89.1,10.2,36.2,12.7,67.1,27.6,25.0,26.8,,,,,,,,,,,,
10080,Demo Hitter 080,2012,28,Hitter,SS,4.25,140.6,157.7,0.367,0.452,0.177,32.0,8.7,15.9,1.4,3.1,90.0,11.0,46.5,19.0,70.0,30.9,22.8,29.3,,,,,,,,,,,,
10080,Demo Hitter 080,2013,29,Hitter,SS,2.52,134.4,117.6,0.362,0.455,0.168,30.0,12.8,19.5,0.1,-5.9,89.6,10.3,44.7,15.1,72.0,27.0,20.4,28.4,,,,,,,,,,,,
10080,Demo Hitter 080,2014,30,Hitter,SS,3.99,145.4,136.7,0.371,0.447,0.254,31.0,12.6,23.1,4.2,1.5,87.9,11.1,42.2,19.1,72.2,30.2,21.1,26.3,,,,,,,,,,,,
10081,Demo Hitter 081,2016,22,Hitter,SS,3.65,137.0,137.1,0.357,0.505,0.171,16.0,8.6,23.5,-0.8,2.8,88.8,11.7,49.6,12.2,73.7,29.9,17.4,28.9,,,,,,,,,,,,
10081,Demo Hitter 081,2017,23,Hitter,SS,2.78,127.3,123.8,0.355,0.441,0.234,25.0,9.9,22.6,-0.9,0.1,90.0,12.1,48.5,16.7,71.5,26.8,25.1,28.4,,,,,,,,,,,,
10081,Demo Hitter 081,2018,24,Hitter,SS,2.34,135.7,122.7,0.338,0.431,0.173,23.0,9.4,18.8,1.7,-8.5,91.6,7.7,38.1,17.7,72.7,32.4,29.2,26.6,,,,,,,,,,,,
10081,Demo Hitter 081,2019,25,Hitter,SS,2.72,130.4,141.0,0.33,0.447,0.183,27.0,11.0,24.9,-6.3,2.7,91.0,11.6,39.3,12.1,71.6,27.6,22.7,27.3,,,,,,,,,,,,
10081,Demo Hitter 081,2020,26,Hitter,SS,2.35,132.2,132.2,0.353,0.441,0.205,18.0,11.3,24.7,3.4,-4.0,88.4,12.0,37.3,9.3,71.6,27.9,24.5,29.3,,,,,,,,,,,,
10081,Demo Hitter 081,2021,27,Hitter,SS,3.7,133.8,141.2,0.341,0.508,0.215,26.0,11.4,22.0,-6.3,-3.8,88.5,9.5,44.9,4.3,73.7,32.3,29.2,26.8,,,,,,,,,,,,
10081,Demo Hitter 081,2022,28,Hitter,SS,3.78,138.7,127.7,0.386,0.474,0.217,28.0,12.7,14.8,2.6,2.5,88.5,8.9,36.9,15.0,71.9,28.3,20.7,27.4,,,,,,,,,,,,
10081,Demo Hitter 081,2023,29,Hitter,SS,3.05,125.8,152.1,0.359,0.477,0.199,21.0,12.0,18.6,3.4,1.3,90.1,9.0,42.5,17.8,69.4,29.8,22.2,27.6,,,,,,,,,,,,
10081,Demo Hitter 081,2024,30,Hitter,SS,3.43,144.5,139.4,0.371,0.424,0.208,27.0,9.3,19.5,-4.6,2.0,91.0,10.5,36.5,18.9,71.3,23.6,23.7,23.3,,,,,,,,,,,,
10081,Demo Hitter 081,2025,31,Hitter,SS,2.18,114.0,125.3,0.32,0.474,0.191,19.0,8.6,25.7,-3.3,-0.4,88.8,7.6,38.7,13.5,68.3,30.0,29.3,27.5,,,,,,,,,,,,
10081,Demo Hitter 081,2026,32,Hitter,SS,1.82,125.9,125.0,0.331,0.367,0.18,28.0,7.4,23.6,-1.2,2.8,88.5,8.1,36.5,10.8,74.3,31.0,30.0,27.5,,,,,,,,,,,,
10082,Demo Hitter 082,2017,20,Hitter,CF,4.15,146.5,143.2,0.356,0.479,0.213,19.0,10.0,21.9,-1.4,-8.6,94.1,13.0,41.5,10.2,71.7,34.0,20.3,26.5,,,,,,,,,,,,
10082,Demo Hitter 082,2018,21,Hitter,CF,2.31,124.4,101.8,0.341,0.428,0.16,26.0,7.6,20.4,0.6,0.9,89.1,7.8,45.2,19.3,70.9,32.5,23.6,26.3,,,,,,,,,,,,
10082,Demo Hitter 082,2019,22,Hitter,CF,2.66,149.3,135.5,0.326,0.46,0.183,21.0,10.7,23.3,-3.3,3.1,88.3,8.3,44.3,11.9,73.1,24.9,24.7,30.3,,,,,,,,,,,,
10082,Demo Hitter 082,2020,23,Hitter,CF,3.25,132.5,139.0,0.343,0.48,0.169,23.0,10.3,22.3,-1.2,-2.6,89.7,9.6,39.8,16.3,70.2,33.4,28.5,26.0,,,,,,,,,,,,
10082,Demo Hitter 082,2021,24,Hitter,CF,4.22,151.0,142.4,0.359,0.511,0.244,32.0,9.0,15.0,-0.2,-0.7,92.8,8.2,40.9,10.6,73.2,28.1,23.1,28.8,,,,,,,,,,,,
10082,Demo Hitter 082,2022,25,Hitter,CF,2.63,136.7,116.5,0.364,0.436,0.18,26.0,11.7,19.7,-0.9,-4.2,86.8,5.7,50.2,16.4,72.4,27.8,21.1,25.2,,,,,,,,,,,,
10082,Demo Hitter 082,2023,26,Hitter,CF,3.05,148.6,121.4,0.325,0.495,0.216,19.0,8.8,19.1,0.7,-2.3,85.9,11.2,41.6,15.4,71.7,27.2,22.6,26.2,,,,,,,,,,,,
10083,Demo Hitter 083,2015,26,Hitter,SS,4.61,158.9,152.0,0.363,0.486,0.241,28.0,11.7,18.0,-1.4,7.7,93.4,11.5,41.2,9.0,73.4,26.6,24.2,25.9,,,,,,,,,,,,
10083,Demo Hitter 083,2016,27,Hitter,SS,3.51,133.7,146.5,0.355,0.427,0.239,37.0,6.5,17.8,-0.8,1.5,89.9,9.9,45.8,10.4,69.1,27.1,18.9,27.3,,,,,,,,,,,,
10083,Demo Hitter 083,2017,28,Hitter,SS,5.14,161.7,154.7,0.381,0.545,0.251,34.0,14.1,19.9,-0.8,-5.2,87.5,12.4,44.6,13.0,72.8,32.0,17.9,26.3,,,,,,,,,,,,
10083,Demo Hitter 083,2018,29,Hitter,SS,4.63,142.8,144.0,0.374,0.507,0.212,23.0,13.1,23.2,4.6,-1.3,89.6,12.3,45.5,20.9,70.9,29.2,22.6,27.1,,,,,,,,,,,,
10083,Demo Hitter 083,2019,30,Hitter,SS,3.65,149.5,144.4,0.333,0.453,0.193,26.0,11.1,13.6,-3.7,5.3,92.8,10.3,43.8,21.3,71.6,22.6,25.0,27.9,,,,,,,,,,,,
10083,Demo Hitter 083,2020,31,Hitter,SS,4.59,143.7,159.6,0.345,0.489,0.274,28.0,10.4,21.7,5.7,5.3,90.0,11.9,44.0,18.6,72.3,28.0,29.2,27.2,,,,,,,,,,,,
10083,Demo Hitter 083,2021,32,Hitter,SS,3.85,160.7,113.8,0.353,0.441,0.197,27.0,10.8,23.6,-2.1,3.2,91.9,11.3,44.4,9.4,72.7,21.4,26.1,27.4,,,,,,,,,,,,
10083,Demo Hitter 083,2022,33,Hitter,SS,4.12,142.2,126.8,0.341,0.459,0.183,32.0,11.8,23.7,-4.1,0.2,90.5,12.0,49.1,20.0,70.5,21.8,26.3,26.7,,,,,,,,,,,,
10083,Demo Hitter 083,2023,34,Hitter,SS,2.33,123.8,120.3,0.356,0.415,0.235,26.0,8.3,19.2,-1.5,0.5,88.9,8.5,38.6,12.8,71.9,32.4,20.9,25.8,,,,,,,,,,,,
10083,Demo Hitter 083,2024,35,Hitter,SS,2.48,130.1,132.7,0.345,0.425,0.203,27.0,9.1,23.3,3.8,-8.1,89.7,5.5,37.6,15.5,68.7,32.0,28.2,25.2,,,,,,,,,,,,
10083,Demo Hitter 083,2025,36,Hitter,SS,1.95,117.3,132.6,0.308,0.427,0.196,21.0,8.5,25.1,-1.3,-1.8,89.0,11.0,39.6,9.2,72.8,27.5,24.4,28.2,,,,,,,,,,,,
10083,Demo Hitter 083,2026,37,Hitter,SS,3.92,127.4,134.8,0.344,0.44,0.226,28.0,12.1,22.5,-1.0,-4.9,91.4,12.1,44.2,14.9,69.2,33.1,29.7,27.6,,,,,,,,,,,,
10084,Demo Hitter 084,2008,23,Hitter,1B,3.81,140.6,146.3,0.367,0.442,0.202,24.0,8.5,20.1,1.9,5.1,90.1,11.7,47.8,8.3,71.5,26.0,17.7,23.7,,,,,,,,,,,,
10084,Demo Hitter 084,2009,24,Hitter,1B,2.73,127.5,137.3,0.314,0.454,0.203,30.0,7.9,20.8,-0.2,-2.3,90.4,5.7,44.0,6.4,71.2,25.3,23.2,27.7,,,,,,,,,,,,
10084,Demo Hitter 084,2010,25,Hitter,1B,2.38,126.6,122.1,0.319,0.454,0.196,11.0,8.5,22.9,0.5,3.4,86.2,8.7,37.6,10.9,74.3,29.7,22.7,27.7,,,,,,,,,,,,
10084,Demo Hitter 084,2011,26,Hitter,1B,2.9,146.8,140.4,0.347,0.451,0.213,24.0,8.8,17.5,0.6,-2.8,89.5,8.2,41.6,19.7,69.6,28.1,24.1,27.2,,,,,,,,,,,,
10084,Demo Hitter 084,2012,27,Hitter,1B,2.87,123.4,133.1,0.324,0.427,0.196,31.0,9.2,27.0,-0.2,7.4,87.4,9.4,39.1,14.7,74.7,29.5,25.2,27.4,,,,,,,,,,,,
10084,Demo Hitter 084,2013,28,Hitter,1B,3.52,135.9,135.1,0.348,0.486,0.172,24.0,9.3,19.0,1.1,-1.7,91.4,11.1,48.9,10.4,72.2,31.8,22.6,25.8,,,,,,,,,,,,
10084,Demo Hitter 084,2014,29,Hitter,1B,2.25,117.9,124.8,0.312,0.408,0.186,22.0,8.6,19.3,3.7,-2.8,89.2,7.0,37.5,8.8,72.2,29.5,22.7,26.3,,,,,,,,,,,,
10084,Demo Hitter 084,2015,30,Hitter,1B,2.8,133.7,132.4,0.338,0.449,0.165,24.0,7.7,21.2,0.5,-1.4,90.0,11.0,35.9,11.8,71.1,24.2,21.3,29.2,,,,,,,,,,,,
10084,Demo Hitter 084,2016,31,Hitter,1B,2.41,130.0,120.5,0.321,0.443,0.157,22.0,9.5,22.0,-1.3,-3.0,89.0,9.0,44.7,15.7,70.2,26.7,25.3,25.3,,,,,,,,,,,,
10085,Demo Hitter 085,2016,27,Hitter,SS,1.85,139.7,120.8,0.328,0.421,0.199,20.0,10.3,21.3,1.7,-4.5,89.2,9.3,43.3,10.0,71.8,31.4,26.9,28.2,,,,,,,,,,,,
10085,Demo Hitter 085,2017,28,Hitter,SS,1.95,101.6,121.5,0.338,0.455,0.186,20.0,7.3,24.1,-1.0,-2.1,90.7,5.7,35.6,8.6,72.0,27.7,21.6,28.4,,,,,,,,,,,,
10085,Demo Hitter 085,2018,29,Hitter,SS,1.96,114.2,123.4,0.341,0.42,0.159,27.0,8.2,22.7,3.0,-2.1,88.9,6.7,37.7,8.5,71.6,34.7,27.5,26.7,,,,,,,,,,,,
10085,Demo Hitter 085,2019,30,Hitter,SS,1.74,127.4,123.3,0.345,0.403,0.178,25.0,11.7,23.8,-2.1,2.0,84.5,9.5,38.5,17.5,71.0,34.1,29.8,26.6,,,,,,,,,,,,
10085,Demo Hitter 085,2020,31,Hitter,SS,1.74,116.5,111.0,0.339,0.375,0.174,27.0,9.3,24.3,-3.4,-8.6,88.5,8.5,38.2,12.6,73.7,29.3,25.5,27.0,,,,,,,,,,,,
10085,Demo Hitter 085,2021,32,Hitter,SS,0.84,106.3,111.7,0.355,0.396,0.16,18.0,8.3,25.2,4.6,2.3,91.1,9.0,33.2,10.4,70.5,33.5,21.5,27.9,,,,,,,,,,,,
10086,Demo Hitter 086,2017,24,Hitter,SS,4.98,143.1,156.8,0.376,0.489,0.234,28.0,10.2,22.5,2.1,0.8,90.6,12.6,42.2,6.9,70.6,24.9,22.5,27.8,,,,,,,,,,,,
10086,Demo Hitter 086,2018,25,Hitter,SS,4.76,169.2,138.1,0.354,0.49,0.239,24.0,12.6,18.0,-0.8,4.0,88.9,12.4,46.4,13.3,70.8,22.2,20.7,26.6,,,,,,,,,,,,
10086,Demo Hitter 086,2019,26,Hitter,SS,5.63,157.5,149.7,0.373,0.512,0.252,42.0,12.1,19.8,-2.1,3.5,92.7,13.3,45.7,13.9,72.4,24.6,15.7,28.6,,,,,,,,,,,,
10086,Demo Hitter 086,2020,27,Hitter,SS,5.41,178.0,156.7,0.366,0.464,0.219,37.0,12.4,22.6,3.2,1.6,93.7,14.2,50.1,9.9,73.6,28.9,18.5,27.7,,,,,,,,,,,,
10086,Demo Hitter 086,2021,28,Hitter,SS,4.85,159.4,141.2,0.37,0.505,0.204,35.0,10.4,17.5,-2.3,-1.8,92.0,14.6,42.6,14.0,73.5,28.6,23.2,27.5,,,,,,,,,,,,
10086,Demo Hitter 086,2022,29,Hitter,SS,4.49,153.2,141.4,0.337,0.454,0.207,29.0,9.7,26.1,0.6,-0.7,91.0,10.3,45.6,13.4,73.1,24.2,27.4,27.1,,,,,,,,,,,,
10086,Demo Hitter 086,2023,30,Hitter,SS,3.75,142.8,143.4,0.331,0.477,0.215,29.0,13.3,23.6,2.2,-3.1,89.2,8.5,40.5,12.5,70.5,31.5,24.9,28.5,,,,,,,,,,,,
10087,Demo Hitter 087,2021,26,Hitter,C,5.6,166.2,143.5,0.371,0.487,0.248,29.0,11.2,22.5,1.8,1.8,91.0,18.7,44.3,10.5,71.8,26.2,22.2,27.0,,,,,,,,,,,,
10087,Demo Hitter 087,2022,27,Hitter,C,6.82,169.1,169.5,0.379,0.568,0.283,43.0,17.0,15.6,0.4,3.6,93.4,11.5,49.2,17.0,75.7,23.3,24.4,27.0,,,,,,,,,,,,
10087,Demo Hitter 087,2023,28,Hitter,C,5.74,172.5,157.8,0.384,0.571,0.267,35.0,13.3,17.9,1.4,-1.9,90.4,10.9,50.4,10.9,73.4,24.7,26.3,25.5,,,,,,,,,,,,
10087,Demo Hitter 087,2024,29,Hitter,C,6.82,178.0,171.4,0.382,0.529,0.25,34.0,11.7,17.6,1.1,7.9,92.7,15.1,46.8,9.4,76.2,30.7,26.7,28.7,,,,,,,,,,,,
10087,Demo Hitter 087,2025,30,Hitter,C,5.3,166.2,136.5,0.384,0.481,0.261,35.0,12.0,20.7,0.2,-9.7,93.1,11.4,52.7,12.2,71.9,28.2,24.8,29.0,,,,,,,,,,,,
10087,Demo Hitter 087,2026,31,Hitter,C,6.42,168.7,150.8,0.4,0.543,0.247,49.0,14.6,18.3,0.4,-3.6,91.5,18.0,50.8,9.1,71.6,22.8,25.3,26.1,,,,,,,,,,,,
10088,Demo Hitter 088,2017,22,Hitter,3B,4.53,159.0,135.4,0.343,0.474,0.24,29.0,6.6,20.4,-0.5,-2.1,89.2,13.8,38.3,12.0,71.3,29.2,25.1,28.7,,,,,,,,,,,,
10088,Demo Hitter 088,2018,23,Hitter,3B,4.55,138.5,143.2,0.364,0.526,0.235,35.0,11.0,17.2,2.2,4.5,89.3,13.2,45.7,16.0,74.2,25.0,24.8,25.4,,,,,,,,,,,,
10088,Demo Hitter 088,2019,24,Hitter,3B,4.8,152.1,158.8,0.361,0.47,0.206,29.0,13.3,19.9,3.7,-0.2,89.3,13.5,48.1,13.3,71.3,27.5,25.1,29.9,,,,,,,,,,,,
10088,Demo Hitter 088,2020,25,Hitter,3B,6.19,161.4,153.8,0.365,0.535,0.252,35.0,12.5,21.0,-2.7,-11.8,91.3,16.8,55.1,15.4,72.4,26.1,20.9,26.6,,,,,,,,,,,,
10088,Demo Hitter 088,2021,26,Hitter,3B,5.15,155.6,162.6,0.373,0.511,0.254,43.0,13.1,17.9,-0.4,-4.7,90.2,14.5,44.4,8.1,71.9,26.5,21.7,24.7,,,,,,,,,,,,
10088,Demo Hitter 088,2022,27,Hitter,3B,5.15,163.3,141.2,0.363,0.533,0.237,42.0,9.5,21.9,-2.0,-0.2,91.1,14.8,44.8,6.3,73.0,30.3,24.5,24.6,,,,,,,,,,,,
10088,Demo Hitter 088,2023,28,Hitter,3B,5.97,167.3,177.6,0.373,0.545,0.255,35.0,10.6,17.6,-1.5,-7.4,92.2,17.1,46.1,7.8,71.4,25.2,29.0,26.8,,,,,,,,,,,,
10088,Demo Hitter 088,2024,29,Hitter,3B,4.3,164.5,126.6,0.362,0.472,0.229,38.0,9.9,18.3,-1.4,2.7,92.1,11.8,44.8,23.9,68.7,28.3,27.6,26.6,,,,,,,,,,,,
10088,Demo Hitter 088,2025,30,Hitter,3B,4.15,148.2,137.1,0.358,0.494,0.231,20.0,9.0,21.0,2.8,9.6,91.1,11.4,48.0,16.7,73.9,25.8,25.6,27.1,,,,,,,,,,,,
10089,Demo Hitter 089,2014,21,Hitter,RF,4.51,148.4,153.7,0.366,0.445,0.247,26.0,7.6,20.7,-1.4,3.2,93.7,10.8,38.8,6.7,74.8,31.4,24.8,27.1,,,,,,,,,,,,
10089,Demo Hitter 089,2015,22,Hitter,RF,4.92,158.3,150.1,0.34,0.452,0.237,33.0,13.8,21.3,-0.3,2.2,92.1,13.9,46.7,17.0,73.2,22.8,22.6,25.9,,,,,,,,,,,,
10089,Demo Hitter 089,2016,23,Hitter,RF,5.09,163.8,151.2,0.377,0.48,0.207,36.0,11.6,19.7,-1.2,-2.5,90.0,13.0,45.6,19.3,74.1,26.8,18.5,28.0,,,,,,,,,,,,
10089,Demo Hitter 089,2017,24,Hitter,RF,5.49,163.4,168.9,0.369,0.514,0.267,35.0,11.4,18.6,-1.6,-6.2,90.0,14.2,43.1,15.2,75.1,22.7,19.2,24.4,,,,,,,,,,,,
10089,Demo Hitter 089,2018,25,Hitter,RF,6.51,171.0,161.6,0.362,0.48,0.252,48.0,10.9,16.9,-0.1,-3.7,94.7,16.0,55.0,10.1,75.4,26.9,26.8,27.8,,,,,,,,,,,,
10089,Demo Hitter 089,2019,26,Hitter,RF,4.72,146.4,144.6,0.364,0.498,0.206,32.0,10.8,17.6,-3.2,0.1,91.0,12.6,46.2,10.8,70.7,31.3,24.4,26.3,,,,,,,,,,,,
10089,Demo Hitter 089,2020,27,Hitter,RF,5.19,160.6,144.5,0.357,0.486,0.258,30.0,12.1,19.5,1.4,-7.2,91.9,12.4,49.3,7.0,75.0,25.7,23.9,27.5,,,,,,,,,,,,
10089,Demo Hitter 089,2021,28,Hitter,RF,5.34,157.6,153.9,0.371,0.455,0.212,37.0,13.4,18.9,0.0,-2.0,89.3,15.8,44.8,7.6,70.3,27.8,19.6,25.2,,,,,,,,,,,,
10089,Demo Hitter 089,2022,29,Hitter,RF,4.76,153.0,152.1,0.378,0.479,0.211,37.0,8.7,24.3,0.1,-2.8,91.2,12.6,50.0,15.0,72.8,25.8,19.2,28.0,,,,,,,,,,,,
10090,Demo Hitter 090,2015,26,Hitter,CF,2.21,128.7,122.1,0.303,0.435,0.205,22.0,8.4,25.3,-2.1,0.3,92.2,5.4,38.4,9.0,68.4,29.0,22.3,28.6,,,,,,,,,,,,
10090,Demo Hitter 090,2016,27,Hitter,CF,2.33,114.0,138.4,0.337,0.43,0.206,16.0,8.2,25.6,0.0,2.3,90.9,7.2,31.3,13.4,72.9,33.6,30.2,27.1,,,,,,,,,,,,
10090,Demo Hitter 090,2017,28,Hitter,CF,1.58,113.9,109.7,0.319,0.453,0.2,21.0,6.8,23.4,-2.3,4.5,86.5,9.0,36.9,10.3,71.2,28.2,27.5,26.8,,,,,,,,,,,,
10090,Demo Hitter 090,2018,29,Hitter,CF,2.86,136.7,131.4,0.358,0.421,0.201,24.0,9.0,23.0,5.8,1.8,90.4,9.8,35.0,13.4,72.8,29.6,26.7,27.0,,,,,,,,,,,,
10090,Demo Hitter 090,2019,30,Hitter,CF,2.89,133.8,150.5,0.33,0.432,0.194,12.0,8.1,20.0,1.4,9.2,91.9,10.7,34.3,18.0,69.4,28.7,19.4,26.2,,,,,,,,,,,,
10090,Demo Hitter 090,2020,31,Hitter,CF,1.45,114.3,108.1,0.331,0.43,0.173,25.0,9.5,22.7,-1.1,-0.4,86.5,10.8,38.5,18.0,71.1,25.0,26.5,26.3,,,,,,,,,,,,
10090,Demo Hitter 090,2021,32,Hitter,CF,1.93,123.6,127.4,0.351,0.425,0.197,18.0,8.3,19.8,3.8,4.5,90.1,7.0,36.3,14.1,70.3,36.8,22.7,27.5,,,,,,,,,,,,
10091,Demo Hitter 091,2021,22,Hitter,RF,4.89,140.8,144.1,0.378,0.479,0.22,33.0,13.9,14.6,-0.6,0.3,90.4,17.4,45.5,20.9,73.0,28.3,24.8,26.2,,,,,,,,,,,,
10091,Demo Hitter 091,2022,23,Hitter,RF,4.46,139.7,141.1,0.374,0.51,0.254,28.0,10.3,22.7,-3.9,5.4,90.1,12.4,51.9,16.8,71.1,28.1,17.9,26.9,,,,,,,,,,,,
10091,Demo Hitter 091,2023,24,Hitter,RF,3.6,139.2,134.8,0.359,0.48,0.2,30.0,9.3,15.0,-2.3,-2.6,89.6,13.0,38.2,14.7,71.7,27.2,20.9,27.2,,,,,,,,,,,,
