contract_id,player_id,player_name,signing_year,signing_age,age,role,position,negotiation_type,years,aav_m,guarantee_m,team,source,source_url,service_years,il_days_last_3y,ped_suspensions,other_suspensions,war,wrc_plus,ops_plus,obp,slg,iso,bb_pct,k_pct,defensive_runs,baserunning_runs,avg_ev,barrel_pct,hard_hit_pct,chase_pct,whiff_pct,era,fip,xfip,innings,avg_velocity,stuff_plus,location_plus,overall_grade
DEMO-10063-2018-76,10063,Demo Hitter 063,2018,26.0,26.0,Hitter,SS,Extension,9,44.3,367.77,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,8,0,0,3.97,135.9,142.6,0.338,0.468,0.185,12.5,21.9,0.6,-0.7,92.8,11.1,45.5,29.9,14.3,,,,,,,,50
DEMO-10064-2018-77,10064,Demo Hitter 064,2018,26.0,26.0,Hitter,1B,Extension,7,42.95,286.1,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,0,0,0,4.32,163.5,150.7,0.36,0.484,0.214,9.8,17.3,4.1,2.2,88.7,15.5,42.9,25.1,16.8,,,,,,,,50
DEMO-10064-2021-78,10064,Demo Hitter 064,2021,29.0,29.0,Hitter,1B,Extension,7,54.73,355.96,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,73,0,0,5.17,153.3,147.5,0.337,0.529,0.244,13.0,15.7,-2.4,0.3,93.1,13.1,51.9,24.5,21.7,,,,,,,,50
DEMO-10065-2014-79,10065,Demo Hitter 065,2014,26.0,26.0,Hitter,1B,Extension,8,36.7,270.17,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,100,0,0,3.82,137.4,138.7,0.332,0.486,0.222,13.0,17.8,-0.4,-2.6,92.2,10.7,37.5,22.6,22.4,,,,,,,,50
DEMO-10066-2016-80,10066,Demo Hitter 066,2016,27.0,27.0,Hitter,2B,Extension,8,51.76,380.57,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,53,0,0,5.34,162.7,144.9,0.392,0.537,0.247,11.5,15.7,4.7,1.2,89.8,12.8,50.8,24.2,24.3,,,,,,,,70
DEMO-10067-2017-81,10067,Demo Hitter 067,2017,24.0,24.0,Hitter,3B,Free Agent,8,15.46,120.89,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,19,0,0,1.42,114.2,114.1,0.329,0.386,0.171,8.1,20.0,-8.1,0.1,92.2,9.3,31.8,31.9,25.2,,,,,,,,60
DEMO-10067-2016-82,10067,Demo Hitter 067,2016,23.0,23.0,Hitter,3B,Free Agent,12,17.06,192.52,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,75,0,0,1.22,98.2,108.4,0.32,0.419,0.158,8.1,22.6,-2.0,3.9,85.4,7.6,37.5,31.6,27.3,,,,,,,,60
DEMO-10068-2020-83,10068,Demo Hitter 068,2020,30.0,30.0,Hitter,C,Free Agent,4,56.71,215.44,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,39,0,0,4.9,132.3,148.8,0.356,0.488,0.174,10.0,23.2,4.8,-1.5,90.9,11.0,48.8,20.9,20.9,,,,,,,,60
DEMO-10069-2025-84,10069,Demo Hitter 069,2025,26.0,26.0,Hitter,CF,Extension,10,50.54,492.67,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,1,0,0,3.68,145.6,114.8,0.34,0.422,0.205,11.3,18.5,0.3,0.7,90.5,9.4,42.0,26.9,25.8,,,,,,,,60
DEMO-10070-2022-85,10070,Demo Hitter 070,2022,28.0,28.0,Hitter,RF,Extension,7,32.46,204.95,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,13,0,0,2.62,139.2,105.7,0.356,0.414,0.151,6.1,23.9,1.1,-1.8,87.4,7.6,37.2,34.0,22.2,,,,,,,,55
DEMO-10071-2012-86,10071,Demo Hitter 071,2012,24.0,24.0,Hitter,RF,Free Agent,9,23.6,212.78,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,63,0,0,3.18,131.3,123.1,0.341,0.427,0.188,9.5,22.8,3.4,0.4,88.6,13.2,43.0,27.7,21.6,,,,,,,,50
DEMO-10072-2012-87,10072,Demo Hitter 072,2012,29.0,29.0,Hitter,1B,Free Agent,8,31.93,242.2,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,17,0,0,3.06,136.5,118.2,0.33,0.45,0.203,10.7,20.5,-2.2,-0.6,89.2,5.9,41.5,30.3,18.3,,,,,,,,65
DEMO-10073-2017-88,10073,Demo Hitter 073,2017,30.0,30.0,Hitter,SS,Extension,6,40.66,246.13,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,38,0,0,3.77,148.2,128.3,0.35,0.488,0.195,8.6,17.9,3.6,1.5,89.4,11.0,52.7,28.5,17.2,,,,,,,,60
DEMO-10074-2015-89,10074,Demo Hitter 074,2015,31.0,31.0,Hitter,3B,Free Agent,2,13.42,24.75,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,31,0,0,1.46,116.0,119.6,0.329,0.429,0.196,10.1,20.9,0.1,1.5,85.6,7.4,38.0,25.3,25.2,,,,,,,,55
DEMO-10075-2013-90,10075,Demo Hitter 075,2013,26.0,26.0,Hitter,SS,Extension,5,49.16,221.43,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,27,0,0,5.12,162.6,148.0,0.357,0.469,0.239,12.7,19.8,3.3,-3.7,90.1,13.8,51.4,27.8,24.9,,,,,,,,65
DEMO-10076-2023-91,10076,Demo Hitter 076,2023,23.0,23.0,Hitter,1B,Extension,10,73.12,708.37,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,46,0,0,5.41,154.3,161.2,0.332,0.493,0.227,13.6,16.2,5.5,0.3,89.4,11.9,47.3,29.9,20.2,,,,,,,,60
DEMO-10076-2025-92,10076,Demo Hitter 076,2025,25.0,25.0,Hitter,1B,Free Agent,8,69.02,492.7,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,33,0,0,5.98,160.8,158.0,0.408,0.535,0.265,12.8,17.5,-6.4,1.0,91.8,12.6,48.6,27.6,19.8,,,,,,,,60
DEMO-10077-2023-93,10077,Demo Hitter 077,2023,26.0,26.0,Hitter,1B,Extension,7,70.37,443.9,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,43,0,0,5.67,171.2,145.0,0.377,0.491,0.24,12.4,15.2,-3.6,-5.3,90.5,14.9,57.5,24.5,19.6,,,,,,,,60
DEMO-10077-2022-94,10077,Demo Hitter 077,2022,25.0,25.0,Hitter,1B,Extension,8,52.78,401.55,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,94,0,0,4.38,148.4,143.2,0.333,0.491,0.23,10.7,22.0,3.2,1.5,89.7,14.8,46.8,24.1,22.3,,,,,,,,60
DEMO-10078-2016-95,10078,Demo Hitter 078,2016,25.0,25.0,Hitter,LF,Free Agent,5,24.68,120.63,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,27,0,0,3.2,136.1,136.7,0.347,0.515,0.216,8.4,17.9,1.0,3.1,93.0,12.1,38.7,31.9,23.6,,,,,,,,50
DEMO-10079-2017-96,10079,Demo Hitter 079,2017,24.0,24.0,Hitter,DH,Extension,7,38.93,244.89,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,57,0,0,4.17,159.9,147.9,0.342,0.515,0.219,9.9,25.3,-4.4,-2.0,88.1,11.8,46.3,26.4,24.3,,,,,,,,60
DEMO-10080-2013-97,10080,Demo Hitter 080,2013,29.0,29.0,Hitter,SS,Free Agent,5,27.31,128.05,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,37,0,0,2.52,134.4,117.6,0.362,0.455,0.168,12.8,19.5,-5.9,0.1,89.6,10.3,44.7,27.0,20.4,,,,,,,,65
DEMO-10081-2018-98,10081,Demo Hitter 081,2018,24.0,24.0,Hitter,SS,Free Agent,9,23.77,204.59,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,2.34,135.7,122.7,0.338,0.431,0.173,9.4,18.8,-8.5,1.7,91.6,7.7,38.1,32.4,29.2,,,,,,,,60
DEMO-10082-2020-99,10082,Demo Hitter 082,2020,23.0,23.0,Hitter,CF,Arbitration,1,12.36,12.36,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,60,0,0,3.25,132.5,139.0,0.343,0.48,0.169,10.3,22.3,-2.6,-1.2,89.7,9.6,39.8,33.4,28.5,,,,,,,,60
DEMO-10083-2024-100,10083,Demo Hitter 083,2024,35.0,35.0,Hitter,SS,Free Agent,3,30.79,88.18,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,9.0,32,0,0,2.48,130.1,132.7,0.345,0.425,0.203,9.1,23.3,-8.1,3.8,89.7,5.5,37.6,32.0,28.2,,,,,,,,55
DEMO-10084-2014-101,10084,Demo Hitter 084,2014,29.0,29.0,Hitter,1B,Extension,7,24.34,153.65,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,2.25,117.9,124.8,0.312,0.408,0.186,8.6,19.3,-2.8,3.7,89.2,7.0,37.5,29.5,22.7,,,,,,,,60
DEMO-10085-2020-102,10085,Demo Hitter 085,2020,31.0,31.0,Hitter,SS,Free Agent,2,26.21,47.94,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,70,1,0,1.74,116.5,111.0,0.339,0.375,0.174,9.3,24.3,-8.6,-3.4,88.5,8.5,38.2,29.3,25.5,,,,,,,,55
DEMO-10086-2020-103,10086,Demo Hitter 086,2020,27.0,27.0,Hitter,SS,Arbitration,1,23.0,23.0,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,41,0,0,5.41,178.0,156.7,0.366,0.464,0.219,12.4,22.6,1.6,3.2,93.7,14.2,50.1,28.9,18.5,,,,,,,,65
DEMO-10086-2022-104,10086,Demo Hitter 086,2022,29.0,29.0,Hitter,SS,Extension,6,49.72,247.44,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,79,0,0,4.49,153.2,141.4,0.337,0.454,0.207,9.7,26.1,-0.7,0.6,91.0,10.3,45.6,24.2,27.4,,,,,,,,65
DEMO-10087-2023-105,10087,Demo Hitter 087,2023,28.0,28.0,Hitter,C,Extension,8,73.37,492.36,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,49,0,0,5.74,172.5,157.8,0.384,0.571,0.267,13.3,17.9,-1.9,1.4,90.4,10.9,50.4,24.7,26.3,,,,,,,,60
DEMO-10088-2022-106,10088,Demo Hitter 088,2022,27.0,27.0,Hitter,3B,Arbitration,1,21.82,21.82,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,14,0,0,5.15,163.3,141.2,0.363,0.533,0.237,9.5,21.9,-0.2,-2.0,91.1,14.8,44.8,30.3,24.5,,,,,,,,60
DEMO-10089-2021-107,10089,Demo Hitter 089,2021,28.0,28.0,Hitter,RF,Extension,7,59.37,403.88,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,0,0,0,5.34,157.6,153.9,0.371,0.455,0.212,13.4,18.9,-2.0,0.0,89.3,15.8,44.8,27.8,19.6,,,,,,,,60
DEMO-10090-2020-108,10090,Demo Hitter 090,2020,31.0,31.0,Hitter,CF,Extension,4,25.02,95.21,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,60,1,0,1.45,114.3,108.1,0.331,0.43,0.173,9.5,22.7,-0.4,-1.1,86.5,10.8,38.5,25.0,26.5,,,,,,,,50
DEMO-10091-2023-109,10091,Demo Hitter 091,2023,24.0,24.0,Hitter,RF,Extension,8,41.26,278.72,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,68,0,0,3.6,139.2,134.8,0.359,0.48,0.2,9.3,15.0,-2.6,-2.3,89.6,13.0,38.2,27.2,20.9,,,,,,,,55
DEMO-10092-2018-110,10092,Demo Hitter 092,2018,25.0,25.0,Hitter,C,Extension,7,53.73,343.32,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,4.09,140.6,135.6,0.335,0.487,0.204,10.3,17.4,12.7,0.7,90.2,11.1,43.1,20.4,19.2,,,,,,,,60
DEMO-10092-2019-111,10092,Demo Hitter 092,2019,26.0,26.0,Hitter,C,Extension,10,48.78,450.68,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,36,0,0,3.88,146.5,134.5,0.356,0.439,0.229,11.5,20.8,2.5,-1.1,87.9,11.2,43.2,27.2,28.1,,,,,,,,60
DEMO-10093-2015-112,10093,Demo Hitter 093,2015,26.0,26.0,Hitter,1B,Extension,10,41.74,376.56,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,5,0,0,3.97,134.7,145.4,0.363,0.466,0.2,9.4,23.6,-10.0,1.5,92.7,15.3,50.1,24.7,24.2,,,,,,,,55
DEMO-10094-2017-113,10094,Demo Hitter 094,2017,29.0,29.0,Hitter,CF,Free Agent,6,33.53,188.1,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,33,0,0,4.04,141.3,131.1,0.356,0.496,0.212,7.5,24.3,0.9,3.7,89.6,15.7,43.5,27.7,28.8,,,,,,,,40
DEMO-10095-2024-114,10095,Demo Hitter 095,2024,32.0,32.0,Hitter,2B,Free Agent,5,37.97,184.76,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,15,0,0,2.91,121.9,126.3,0.323,0.461,0.181,9.9,22.0,-2.3,-3.4,87.8,10.9,42.2,25.3,22.1,,,,,,,,60
DEMO-10096-2015-115,10096,Demo Hitter 096,2015,27.0,27.0,Hitter,2B,Free Agent,6,21.69,121.77,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,1,0,2.01,135.2,137.0,0.351,0.443,0.2,10.7,18.5,-6.1,-1.2,89.4,7.7,43.4,29.9,20.9,,,,,,,,50
DEMO-10097-2019-116,10097,Demo Hitter 097,2019,30.0,30.0,Hitter,LF,Arbitration,1,19.68,19.68,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,4.91,145.9,140.7,0.368,0.505,0.227,13.3,16.1,3.2,0.5,89.7,12.5,40.3,24.2,23.3,,,,,,,,75
DEMO-10098-2017-117,10098,Demo Hitter 098,2017,26.0,26.0,Hitter,LF,Extension,6,37.54,198.6,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,35,0,0,2.7,131.9,119.8,0.32,0.447,0.197,7.3,26.4,6.8,3.3,88.8,9.6,52.4,24.5,25.6,,,,,,,,55
DEMO-10099-2015-118,10099,Demo Hitter 099,2015,26.0,26.0,Hitter,CF,Extension,9,55.8,442.46,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,149,0,0,5.03,171.2,143.3,0.369,0.514,0.252,10.0,23.1,-0.3,-0.2,88.6,16.9,43.1,27.9,23.8,,,,,,,,70
DEMO-10099-2012-119,10099,Demo Hitter 099,2012,23.0,23.0,Hitter,CF,Extension,10,30.84,300.49,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,44,0,0,4.14,152.9,139.2,0.378,0.415,0.198,11.9,20.2,2.8,0.3,89.7,11.1,38.8,29.6,24.1,,,,,,,,70
DEMO-10100-2015-120,10100,Demo Hitter 100,2015,32.0,32.0,Hitter,CF,Extension,1,17.03,17.03,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,2.25,132.2,122.3,0.338,0.428,0.189,9.2,17.5,-3.9,4.5,89.7,6.7,39.8,30.6,18.5,,,,,,,,55
DEMO-10101-2024-121,10101,Demo Hitter 101,2024,30.0,30.0,Hitter,CF,Free Agent,4,60.63,217.5,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,39,0,0,4.98,168.4,138.2,0.37,0.507,0.252,13.6,18.6,-0.9,3.9,91.5,12.3,50.3,24.8,20.0,,,,,,,,55
DEMO-10101-2021-122,10101,Demo Hitter 101,2021,27.0,27.0,Hitter,CF,Free Agent,7,48.84,305.11,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,110,0,0,4.69,140.6,143.4,0.368,0.5,0.245,9.8,19.6,-1.4,0.7,89.5,9.3,48.2,30.1,23.0,,,,,,,,55
DEMO-10102-2019-123,10102,Demo Hitter 102,2019,28.0,28.0,Hitter,SS,Extension,6,32.6,165.51,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,51,0,0,2.93,137.8,129.5,0.368,0.482,0.186,8.0,20.6,4.8,2.7,91.4,10.0,46.3,23.7,25.1,,,,,,,,45
DEMO-10103-2018-124,10103,Demo Hitter 103,2018,32.0,32.0,Hitter,1B,Extension,4,46.66,176.29,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,49,0,0,4.26,126.8,153.6,0.385,0.501,0.203,10.8,19.9,1.8,-3.0,88.1,11.9,43.1,29.6,29.7,,,,,,,,65
DEMO-10104-2024-125,10104,Demo Hitter 104,2024,28.0,28.0,Hitter,DH,Free Agent,5,53.64,261.97,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,118,0,0,4.16,138.2,143.6,0.373,0.491,0.219,9.6,20.7,-0.7,-3.2,90.9,14.1,49.1,27.0,25.3,,,,,,,,60
DEMO-10105-2024-126,10105,Demo Hitter 105,2024,23.0,23.0,Hitter,SS,Extension,12,65.59,694.17,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,95,0,0,5.28,160.6,155.2,0.39,0.543,0.251,14.4,20.0,-2.6,0.3,92.3,15.1,40.5,25.9,27.4,,,,,,,,50
DEMO-10106-2014-127,10106,Demo Hitter 106,2014,24.0,24.0,Hitter,CF,Extension,9,26.28,227.09,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,77,0,0,2.96,128.8,135.1,0.366,0.435,0.23,8.8,17.0,-5.8,1.8,89.2,8.7,44.5,32.2,25.2,,,,,,,,55
DEMO-10107-2025-128,10107,Demo Hitter 107,2025,35.0,35.0,Hitter,C,Extension,1,25.03,25.03,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,9.0,14,1,0,1.86,123.4,103.4,0.339,0.437,0.195,7.8,19.4,-0.6,-4.6,87.6,9.1,39.9,26.0,26.4,,,,,,,,50
DEMO-10108-2020-129,10108,Demo Hitter 108,2020,30.0,30.0,Hitter,DH,Extension,3,20.83,56.2,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,1.37,111.7,106.5,0.338,0.395,0.166,8.2,22.4,-3.7,2.4,88.1,3.3,40.4,30.8,25.7,,,,,,,,60
DEMO-10109-2016-130,10109,Demo Hitter 109,2016,24.0,24.0,Hitter,DH,Free Agent,9,39.33,332.29,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,21,0,0,2.93,130.9,144.3,0.324,0.425,0.189,11.3,26.1,-3.0,-1.6,87.6,12.0,40.5,28.9,23.6,,,,,,,,70
DEMO-10110-2017-131,10110,Demo Hitter 110,2017,29.0,29.0,Hitter,C,Extension,8,38.92,280.16,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,68,0,0,3.95,149.2,135.5,0.34,0.464,0.205,10.1,26.0,5.1,-1.1,90.8,16.5,46.9,27.4,20.8,,,,,,,,60
DEMO-10111-2025-132,10111,Demo Hitter 111,2025,32.0,32.0,Hitter,DH,Extension,6,53.91,307.12,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,15,0,0,3.94,146.3,130.3,0.341,0.499,0.247,8.6,21.0,-0.8,-4.5,91.3,10.6,43.0,28.9,26.2,,,,,,,,50
DEMO-10112-2022-133,10112,Demo Hitter 112,2022,32.0,32.0,Hitter,SS,Free Agent,5,50.07,240.01,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,3.89,137.6,146.3,0.347,0.465,0.227,11.0,25.3,-11.9,-2.6,86.8,11.3,46.0,25.6,22.0,,,,,,,,65
DEMO-10112-2019-134,10112,Demo Hitter 112,2019,29.0,29.0,Hitter,SS,Free Agent,7,46.23,298.9,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,4.24,163.0,146.1,0.356,0.491,0.218,10.6,16.2,0.5,-1.8,89.2,9.3,46.9,35.5,17.6,,,,,,,,65
DEMO-10113-2011-135,10113,Demo Hitter 113,2011,25.0,25.0,Hitter,CF,Arbitration,1,11.22,11.22,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,97,0,0,3.55,136.6,132.1,0.369,0.469,0.2,10.9,17.2,-1.8,-3.6,91.9,10.5,42.4,25.0,23.1,,,,,,,,50
DEMO-10114-2013-136,10114,Demo Hitter 114,2013,24.0,24.0,Hitter,LF,Free Agent,12,9.94,110.56,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,37,0,0,1.98,122.6,125.3,0.348,0.469,0.165,10.0,25.2,9.5,2.4,90.0,8.0,28.1,33.1,19.8,,,,,,,,55
DEMO-10115-2023-137,10115,Demo Hitter 115,2023,25.0,25.0,Hitter,C,Free Agent,7,35.6,233.82,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,132,0,0,1.97,124.4,111.5,0.348,0.442,0.182,11.1,27.4,-5.6,5.1,90.6,9.1,34.3,28.9,26.7,,,,,,,,45
DEMO-10116-2018-138,10116,Demo Hitter 116,2018,28.0,28.0,Hitter,CF,Free Agent,6,37.26,220.92,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,0,0,0,3.53,138.1,125.2,0.333,0.495,0.19,11.6,17.2,6.1,0.9,90.0,13.3,39.2,32.1,22.9,,,,,,,,50
DEMO-10117-2016-139,10117,Demo Hitter 117,2016,28.0,28.0,Hitter,CF,Free Agent,6,58.78,332.47,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,110,0,0,6.52,167.8,170.5,0.396,0.584,0.27,10.7,18.1,7.1,-3.3,94.0,18.8,60.0,21.1,23.8,,,,,,,,60
DEMO-10118-2011-140,10118,Demo Hitter 118,2011,29.0,29.0,Hitter,RF,Free Agent,6,46.98,265.82,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,117,0,0,6.53,152.1,169.6,0.391,0.542,0.238,13.9,15.9,-7.3,-4.3,90.4,16.6,53.4,18.2,16.3,,,,,,,,70
DEMO-10119-2017-141,10119,Demo Hitter 119,2017,27.0,27.0,Hitter,CF,Free Agent,7,31.71,206.96,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,0,0,0,3.14,131.5,137.9,0.339,0.442,0.179,9.7,17.1,6.1,4.0,89.1,8.8,41.6,27.8,16.5,,,,,,,,65
DEMO-10120-2019-142,10120,Demo Hitter 120,2019,27.0,27.0,Hitter,1B,Extension,8,60.98,430.06,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,4.84,144.5,151.1,0.413,0.541,0.226,9.2,18.8,-2.7,-2.7,88.0,15.2,42.4,28.0,20.9,,,,,,,,70
DEMO-10121-2025-143,10121,Demo Hitter 121,2025,30.0,30.0,Hitter,LF,Free Agent,5,44.46,209.59,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,24,0,0,3.57,138.0,142.8,0.389,0.454,0.216,12.5,24.1,-4.6,3.3,89.7,8.1,45.5,26.8,24.9,,,,,,,,45
DEMO-10122-2021-144,10122,Demo Hitter 122,2021,27.0,27.0,Hitter,SS,Free Agent,9,38.51,318.3,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,108,0,0,2.24,155.1,110.6,0.323,0.496,0.16,11.2,19.3,-2.2,-3.3,89.2,10.1,34.9,28.6,18.2,,,,,,,,50
DEMO-10123-2016-145,10123,Demo Hitter 123,2016,23.0,23.0,Hitter,C,Free Agent,10,54.8,532.87,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,6.01,166.8,162.2,0.394,0.495,0.259,13.1,19.3,-2.9,1.5,90.8,14.1,46.7,32.2,16.5,,,,,,,,60
DEMO-10124-2016-146,10124,Demo Hitter 124,2016,25.0,25.0,Hitter,RF,Extension,9,50.32,475.75,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,57,0,0,4.7,169.0,149.1,0.357,0.503,0.245,12.7,18.5,-1.7,2.6,91.3,16.5,39.2,29.6,24.0,,,,,,,,70
DEMO-10125-2021-147,10125,Demo Hitter 125,2021,25.0,25.0,Hitter,2B,Extension,8,44.3,304.8,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,24,0,0,3.58,137.7,136.6,0.349,0.42,0.198,10.2,19.8,-13.1,0.1,89.8,9.3,41.3,24.3,22.7,,,,,,,,60
DEMO-10125-2019-148,10125,Demo Hitter 125,2019,23.0,23.0,Hitter,2B,Extension,8,47.37,373.42,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,18,0,0,4.36,157.4,142.8,0.361,0.493,0.188,7.9,22.2,-6.0,0.3,88.1,11.0,46.0,32.9,22.9,,,,,,,,60
DEMO-10126-2013-149,10126,Demo Hitter 126,2013,27.0,27.0,Hitter,3B,Free Agent,5,51.0,255.73,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,5.85,164.5,159.3,0.371,0.54,0.247,10.2,15.4,1.5,-1.4,88.6,15.1,50.0,24.5,20.3,,,,,,,,70
DEMO-10126-2014-150,10126,Demo Hitter 126,2014,28.0,28.0,Hitter,3B,Extension,5,53.24,239.45,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,41,0,0,6.24,156.2,166.3,0.383,0.53,0.252,15.3,16.0,-2.1,2.2,93.9,15.2,44.6,25.8,21.7,,,,,,,,70
DEMO-10127-2023-151,10127,Demo Hitter 127,2023,28.0,28.0,Hitter,C,Arbitration,1,22.18,22.18,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,9,0,0,5.48,145.4,153.2,0.383,0.537,0.265,13.4,13.0,1.5,1.9,93.4,12.6,40.7,28.6,22.6,,,,,,,,65
DEMO-10128-2017-152,10128,Demo Hitter 128,2017,27.0,27.0,Hitter,RF,Extension,9,56.1,493.33,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,46,0,0,4.59,152.6,127.7,0.374,0.495,0.224,8.4,19.9,9.0,3.1,88.9,16.3,49.8,29.4,17.6,,,,,,,,60
